部屋主,取得日,順番,曲名（ファイル名）,作品名,歌手名,歌った人,コメント
タマ部屋,2026/07/11,9,Not a Hero【_パート分け】,LV999の村人 OP,棗いつき×藍月なくる,みなぴー,練習で。 オンボーカルで入っています。 歌える人がいれば。
ながし部屋,2026/07/11,9,アルカテイル キー変更：-3,Summer Pockets OP,鈴木このみ,千秋,暑い日が増えてきました
けんちぃ部屋,2026/07/11,9,COMIT COMET【Ver3 超よわよわver 最終話まで】,よわよわ先生 OP,DAOKO,naoo,
芝ちゃん部屋,2026/07/11,9,アオとキラメキ【最終話までVer2】,その着せ替え人形は恋をする Season 2 OP,スピラ・スピカ,てぃーせぶん,
加古部屋,2026/07/11,9,今この胸に滾るのは,スノウボールアース,ヒグチアイ,加古,
芝ちゃん部屋,2026/07/11,8,黄金の彼方【パート分け】,ゴールデンカムイ 最終章 OP,Awich × ALI,スガ,
タマ部屋,2026/07/11,8,Recollect【・仮歌詞・アニメ映像ver1.0・4話まで・パート分け有り】,Re:ゼロから始める異世界生活 OP6,"鈴木このみ,Ashnikko",タカヒロ,
ながし部屋,2026/07/11,8,誰にもなれない私だから【アニメ映像】 キー変更：-3,ガールズバンドクライ,トゲナシトゲアリ,ながし,
けんちぃ部屋,2026/07/11,8,大好き♡ずっと永遠に♡【パート分け】,君のことが大大大大大好きな100人の彼女,恋太郎ファミリー,ハピネス,3期のＯＰはリズムがムズいので何回か一人で練習だな。
加古部屋,2026/07/11,8,Dearest キー変更：-3,犬夜叉 ED,浜崎あゆみ,ゆず,
芝ちゃん部屋,2026/07/11,7,起死開戦(on-off),Official Music Video+ライブ映像,millsage,melfina,
タマ部屋,2026/07/11,7,少女のすゝめ,公女殿下の家庭教師 ED,岡咲美保,タマ兄,
ながし部屋,2026/07/11,7,綺麗。 (Ver2),綺麗にしてもらえますか。,ゆう。,にゃむい,よろしくお願いします
けんちぃ部屋,2026/07/11,7,星降る夜の約束,領民0人スタートの辺境領主様 ED,花耶,けんちぃ,
加古部屋,2026/07/11,7,Primal Innocence Bridge version,機動戦士ガンダムSEED DESTINY IM,鈴村健一,富居精市,
芝ちゃん部屋,2026/07/11,6,ヒトコト【パート分け】,鬼の花嫁,ClariS,ゆに,
タマ部屋,2026/07/11,6,あわ【Ver2】,レプリカだって、恋をする。 ED,asmi,はせ,
ながし部屋,2026/07/11,6,【オフボーカル】Roselia「軌跡」,,,hossy,
けんちぃ部屋,2026/07/11,6,乙女怪獣【_パート分け】,乙女怪獣キャラメリゼ OP,METANICK,なお,
加古部屋,2026/07/11,6,組曲'神秘'天空編2,神秘の世界エルハザード IN,柊美冬・小桜エツ子,富居精市,
タマ部屋,2026/07/11,5,Trigger【パート分け】,リコリス・リコイル IM,ClariS,みなぴー,
ながし部屋,2026/07/11,5,人誑し(Anime Lyric Video),あかね噺,桑田佳祐,千秋,
けんちぃ部屋,2026/07/11,5,アイコトバ/DISH/,うちの弟どもがすみません OP,,naoo,本ターンよろしくお願いします。流れで男性曲スタート
加古部屋,2026/07/11,5,KABANERI OF THE IRON FORTRESS,甲鉄城のカバネリ OP,EGOIST,みなみ,
芝ちゃん部屋,2026/07/11,4,渇望【_last版_パート分け】,転生したらスライムだった件 4th Season ED,CiON,てぃーせぶん,
タマ部屋,2026/07/11,4,Revive【パート分け】,勇者のクズ OP,ClariS,タカヒロ,
ながし部屋,2026/07/11,4,Stella【_アニメMV版】,天幕のジャードゥーガル OP,SEKAI NO OWARI,ながし,
けんちぃ部屋,2026/07/11,4,selfish,乙女ゲー世界はモブに厳しい世界です,安月名莉子,ハピネス,よろしくお願いいたします。
加古部屋,2026/07/11,4,放課後のおねがい!,おねがいアイプリ ED,いぎなり東北産,cp,
芝ちゃん部屋,2026/07/11,3,火種【bb300】,日本三國 OP,キタニタツヤ,スガ,
タマ部屋,2026/07/11,3,曖昧ガール,佐々木とピーちゃん ED,大西亜玖璃,タマ兄,よろしくお願いします 予想が終わるまで前期以外の曲歌います
ながし部屋,2026/07/11,3,芽吹くとき【Ver2 最終話まで】,上伊那ぼたん、酔へる姿は百合の花,yonige,千秋,よろしくお願いします！
けんちぃ部屋,2026/07/11,3,Stella【_アニメMV版】,天幕のジャードゥーガル OP,SEKAI NO OWARI,けんちぃ,よろしく
加古部屋,2026/07/11,3,憧憬【パート分け】,落第賢者の学院無双～二度目の転生、Sランクチート魔術師冒険録～ ED,TrySail,加古,
芝ちゃん部屋,2026/07/11,2,証明賛歌,Official Music Video,MyGO!!!!!,melfina,
タマ部屋,2026/07/11,2,【姫騎士は蛮族の嫁】[OP]BEAUTIFUL(最終話反映)／前島麻由〔Semi-MVC-On-Off〕,,,はせ,よろしくお願いします
ながし部屋,2026/07/11,2,あぶく キー変更：-3,LIAR GAME,ヨルシカ,ながし,
けんちぃ部屋,2026/07/11,2,超える【アニメ映像ver3.0・最終話まで】,ウマ娘 シンデレラグレイ OP,[Alexandros],なお,
加古部屋,2026/07/11,2,明日へのドアを叩け,新機動戦記ガンダムW IN,石野竜三,コウ,
芝ちゃん部屋,2026/07/11,1,オトメノホンキ(feat.ハコニワリリィ)修正2【※パート分け(本編1話)】,乙女怪獣キャラメリゼ Ed,MARUMOCHI from HoneyWorks,ゆに,
タマ部屋,2026/07/11,1,乙女怪獣【_パート分け】,乙女怪獣キャラメリゼ OP,METANICK,みなぴー,
ながし部屋,2026/07/11,1,君は恋人(最終話編集),お隣の天使様にいつの間にか駄目人間にされていた件2 OP,オーイシマサヨシ,ながし,
加古部屋,2026/07/11,1,Eden of necessity,機動戦士ガンダムSEED DESTINY IM,諏訪部順一,富居精市,
芝ちゃん部屋,2026/07/10,80,月下の決闘者【パート分け】,ひぐらしのなく頃に Im,TERRA片霧烈火,芝ちゃん,
芝ちゃん部屋,2026/07/10,79,イこうぜ☆パラダイス【無修正ver.】,異種族レビュアーズ OP,"間島淳司,小林裕介,富田美憂",芝ちゃん,
ゆーふうりん部屋,2026/07/08,20,テスト曲,,,ゆーふうりん,
ゆーふうりん部屋,2026/07/08,19,Cara Tesoro,映画 ラブライブ!虹ヶ咲学園スクールアイドル同好会 完結編第1章 劇中歌,エマ・ヴェルデ(CV:指出毬亜),ゆーふうりん,
ゆーふうりん部屋,2026/07/08,18,光の中で花咲いて【歌詞耳コピ】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ 映画フィナーレ曲,蓮ノ空女学院スクールアイドルクラブ,ゆーふうりん,
ゆーふうりん部屋,2026/07/08,17,乙女詞華集【Fes×Live映像】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ 105期 4th Term Fes×LIVE披露曲,スリーズブーケ,ゆーふうりん,
ゆーふうりん部屋,2026/07/08,16,My Lucky Clover【ライブ映像 - 5th Live】,ラブライブ!蓮ノ空女学院スクールアイドルクラブ ユニット 6thシングル,スリーズブーケ,ゆーふ,
crom部屋,2026/07/07,76,【自動販売機に生まれ変わった俺は迷宮を彷徨う 3 ED】 めくるめくランデヴー(cut&コーラス入-on)_パート分け ／ FUWAMOCO_けんちぃ_1230,,,にゃむい,
crom部屋,2026/07/07,75,【マギアレコード 魔法少女まどか☆マギカ外伝】Lapis／TrySail(on-UVRchorus-cut)※ED 修正1 crm,,,crom,
crom部屋,2026/07/07,72,[蒼穹のファンファーレ／藍井エイル & ASCA & ReoNa]ソードアート・オンライン10周年テーマソング[on-off]※パート有,,,アイス,
crom部屋,2026/07/07,71,恋はエクスプロージョン（feat.田村ゆかり）／オーイシマサヨシ／恋は世界征服のあとで (Off-On) 【パート分け】,,,にゃむい,
crom部屋,2026/07/07,69,【地獄楽 第二期】［OP］かすかなはな／キタニタツヤ featuring BABYMETAL（On3種-Semi-Mvc-Off）※アニメ映像ver3.1・最終話まで・パート分け有り,,,なおみ,アイスさん、お願いします～(^^)
crom部屋,2026/07/07,68,【日本へようこそエルフさん。ED】 Yummy Yummy(cut&コーラス入-on)_パート分け ／ 樋口楓、叶_けんちぃ_866,,,アイス,村民さんお願いします
crom部屋,2026/07/07,67,【機動戦士ガンダムSEED DESTINY】Wings of Words／CHEMISTRY(on-UVRchorus-cut)※OP[2ﾊﾟｰﾄ]crm,,,crom,
crom部屋,2026/07/07,65,【狼と香辛料 MERCHANT MEETS THE WISE WOLF】アンダンテ／ClariS(vc-on)※パート分け,,,にゃむい,
crom部屋,2026/07/07,64,女神のカフェテラス (spleeter-on) 運命共同体！【音莉飴】※Ver2 あかね あかり パート分けあり,,,村民,
crom部屋,2026/07/07,63,【ゴーストコンサート ： missing Songs】「gifted」[In][相葉芹亜（CV：藤寺美徳）＆ニコラ・テスラ（CV：佐々木崇）][On-Off][アニメ][加古],,,なおみ,CROMさん、お願いします(^^)
crom部屋,2026/07/07,62,【暗殺者である俺のステータスが勇者よりも明らかに強いのだが OP】 一閃(cut&コーラス入-on)_パート分け ／ VESPERBELL_けんちぃ_1083,,,アイス,よろしくお願いします
crom部屋,2026/07/07,60,heavenly blue【Off-Chorus-On】【パート分け】_Kalafina_アルドノア・ゼロ（本人映像）,,,にゃむい,
crom部屋,2026/07/07,59,【外れスキル《木の実マスター》】ブレイブリーダンス(MVver)(パート分け)／雪花ラミィ×アーリオ・オーリオ・エ・ペペロンチーノ[on-cut],,,なおみ,
crom部屋,2026/07/07,58,ユウマガドキ／そらるとりぶ／ミギとダリ (MVC-Off-On) 【公式アニメMV、パート分け】,,,村民,
crom部屋,2026/07/07,57,【ボールパークでつかまえて！】[OP]Hurray!!／GENIC(On-Cut)【naoo】,,,Kuro,
crom部屋,2026/07/07,56,明日の笑顔のために (off) ゲートキーパーズ,,,crom,17時 部屋移動
crom部屋,2026/07/07,55,【忘却バッテリー】[OP]ライラック／Mrs. GREEN APPLE〔On-Off〕,,,みゃー,よろしくお願いします
crom部屋,2026/07/07,54,【CHAOS;HEAD】F.D.D.／いとうかなこ（ON）,,,遊び人レベル世界3位,
crom部屋,2026/07/07,53,【響け！ユーフォニアム3】「ReCoda」[Op][TRUE][On-Off][アニメ][芝ちゃん],,,ぽみ,
crom部屋,2026/07/07,52,YOU GET TO BURNING (off) 機動戦艦ナデシコ,,,Kuro,
crom部屋,2026/07/07,51,【ソードアート・オンライン アリシゼーション War of Underworld】-LiSA-unlasting(off-on),,,crom,
crom部屋,2026/07/07,49,【乃木坂春香の秘密】「みかづきぼっくす！」『』,,,遊び人レベル世界3位,
crom部屋,2026/07/07,47,【灰原くんの強くて青春ニューゲーム OP】 Fly Again!!(cut&コーラス入-on) ／ 前島亜美_けんちぃ_1262,,,crom,
crom部屋,2026/07/07,45,Feel on the wind (off) Wind-a breath of heart-,,,遊び人レベル世界3位,
crom部屋,2026/07/07,44,"終末のワルキューレⅢ (off-UVRchorus-on) Last breath, Last record【早見沙織】※第３期 ED",,,Kuro,
crom部屋,2026/07/07,43,【杖と剣のウィストリア Season 2】［ED］リーチライト／シユイ（On-Semi-Mvc-Cut）※第16話ED映像,,,crom,
crom部屋,2026/07/07,41,【機動戦士ガンダム 水星の魔女】[OP]祝福／YOASOBI(On-Cut)※OP＆本編映像【naoo】,,,まっちゃ,
crom部屋,2026/07/07,39,STRAIGHT JET (off) インフィニット・ストラトス,,,Kuro,
crom部屋,2026/07/07,38,【艦これ いつかあの海で】時雨／龍玄とし(on-UVRchorus-off-offon)※OP [最終話差替まで暫定]crm,,,crom,
crom部屋,2026/07/07,35,【機動戦士ガンダム 閃光のハサウェイ】閃光／[Alexandros]（Off-On）※《アニメ映像》,,,愁,
crom部屋,2026/07/07,34,[Believe ／Folder5] ONE PIECE [on-off],,,ぽあーる,
crom部屋,2026/07/07,33,[プリンセス・プリンシパル] Void_Chords feat.MARU - The Other Side of the Wall キー変更：+4,,,ちゃがま,
crom部屋,2026/07/07,32,【Re：ゼロから始める異世界生活】Paradisus-Paradoxum／MYTH&ROID（ON）,,,ぽん太。,
crom部屋,2026/07/07,31,Carnival Babel【2ch off-on】(G)(D) -TAKADA BAND -BLUE SEED,,,crom,よろしくおねがいします。
crom部屋,2026/07/07,30,【うるわしの宵の月】「アザレアの風」[Ed][UNISON SQUARE GARDEN][On-Off][アニメ][加古],,,愁,
crom部屋,2026/07/07,29,[オーバーロード] OxT - Clattanoia,,,ぽあーる,
crom部屋,2026/07/07,28,【鬼滅の刃 柱稽古編】｛OP 5｝夢幻／MY FIRST STORY × HYDE（コーラス有無-Cut-On）※《アニメ映像ver2.0・最終話まで》パート分け有り,,,ぽん太。,
crom部屋,2026/07/07,25,0B[か]【カーニバルファンタスム】Fellows【遠藤正明】【Off／On】【ヤマテル】,,,ぽあーる,
crom部屋,2026/07/07,24,【とんがり帽子のアトリエ】風のアンセム(最終回反映)／Eve × suis(on-UVRchorus-cut)※OP[2ﾊﾟｰﾄ]crm,,,愁,
crom部屋,2026/07/07,23,【あかね噺 OP】 人誑し／ひとたらし(cut&コーラス入-on) ／ 桑田佳祐_けんちぃ_1210,,,ちゃがま,
crom部屋,2026/07/07,21,【15th Anniversary Premium LIVE THE STRONGER’S PARTY】嘆きのロザリオ／きただにひろし・福山芳樹(on-UVRchorus-cut)※OP[2ﾊﾟｰﾄ]crm,,,crom,愁さんよろしくおねがいします。 他に行ける人いれば5人バージョンにします ハモリ怪しいかも^^
crom部屋,2026/07/07,19,おはよう。 (off) HUNTER×HUNTER(1999),,,ぽあーる,
crom部屋,2026/07/07,17,【淡島百景】光／中島美嘉(on-off),,,crom,1340部屋移動
crom部屋,2026/07/07,16,【日本三國】[ED]誓い／Leina(On-Cut)【naoo】,,,和穂,
crom部屋,2026/07/07,15,違国日記 (off-UVRchorus-on) ソラーレ【TOMOO】,,,きりん,
crom部屋,2026/07/07,14,【無自覚聖女は今日も無意識に力を垂れ流す EP】 アンノウンミー(cut&コーラス入-on) ／ ウタヒメドリーム オールスターズ_けんちぃ_1284,,,ゆに,
crom部屋,2026/07/07,11,【日本三國】-キタニタツヤ-火種(cut-on)最終話まで キー変更：+4,,,和穂,
crom部屋,2026/07/07,10,【杖と剣のウィストリア Season 2】［ED］リーチライト／シユイ（On-Semi-Mvc-Cut）※第16話ED映像,,,きりん,
crom部屋,2026/07/07,9,【花ざかりの君たちへ】[OP]FLASHBULB／Omoinotake(On-Cut)【naoo】,,,ゆに,
crom部屋,2026/07/07,6,マリッジトキシン (off-UVRchorus-on) Kill or Kiss【平手友梨奈】,,,和穂,
crom部屋,2026/07/07,5,【スノウボールアース ED】 今この胸に滾るのは(cut&コーラス入-on) ／ ヒグチアイ_けんちぃ_1226,,,きりん,
crom部屋,2026/07/07,4,【無自覚聖女は今日も無意識に力を垂れ流す OP】 Windmaker(cut&コーラス入-on) ／ 花耶_けんちぃ_1283,,,ゆに,
crom部屋,2026/07/07,3,【スノウボールアース】-tuki.-零-zero-(cut-on)最終話まで,,,ひろえ,
crom部屋,2026/07/07,2,【最強の王様、二度目の人生は何をする？ Season 2 ED】 二つの道(cut&コーラス入-on) ／ 22／7_けんちぃ_1201,,,crom,覚えきれてないのでonでー
crom部屋,2026/07/07,1,【とんがり帽子のアトリエ】風のアンセム(最終回反映)／Eve × suis(on-UVRchorus-cut)※OP[2ﾊﾟｰﾄ]crm,,,test,
